Protein accession	Gene	Associated gene ID	Description	Coverage	# Proteins	Proteins in group	miR FASP_# Unique peptides	miR FASP_# Peptides	miR FASP_# PSMs	miR FASP_Protein error probability	miR FASP_q-value	miR FASP_PEP	miR FASP_MS1 precursor area	miR FASP_tmt10plex_126	miR FASP_tmt10plex_126 - # quanted PSMs	miR FASP_tmt10plex_127N	miR FASP_tmt10plex_127N - # quanted PSMs	miR FASP_tmt10plex_127C	miR FASP_tmt10plex_127C - # quanted PSMs	miR FASP_tmt10plex_128N	miR FASP_tmt10plex_128N - # quanted PSMs	miR FASP_tmt10plex_128C	miR FASP_tmt10plex_128C - # quanted PSMs	miR FASP_tmt10plex_129N	miR FASP_tmt10plex_129N - # quanted PSMs	miR FASP_tmt10plex_129C	miR FASP_tmt10plex_129C - # quanted PSMs	miR FASP_tmt10plex_130N	miR FASP_tmt10plex_130N - # quanted PSMs	miR FASP_tmt10plex_130C	miR FASP_tmt10plex_130C - # quanted PSMs	miR FASP_tmt10plex_131	miR FASP_tmt10plex_131 - # quanted PSMs
CASP6	NA	ENSG00000138794	caspase 6, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1507]	NA	na	NA	13	13	21	1.8152027409745442e-73	0.0	0.00162245	46729998.666666664	0.982484899866239	21	1.06249336162308	21	1.06853425197453	21	1.03409028300089	21	1.02325254440092	21	0.99378967856308	21	1.08036262036222	21	0.999239171119699	21	1.02839620345581	21	0.985242036059659	21
CASP7	NA	ENSG00000165806	caspase 7, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1508]	NA	na	NA	13	13	24	1.3363622737850765e-50	0.0	0.00162245	46379348.0	1.09723799521465	24	1.17142479692768	24	0.749188157508351	24	0.696967835200823	24	1.00919667899044	24	0.796496083506756	24	0.697085254380039	24	0.884550446693581	24	1.07071014593998	24	0.815148492570601	24
CASP8	NA	ENSG00000064012	caspase 8, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1509]	NA	na	NA	22	22	46	2.450348940369853e-90	0.0	0.00162245	103024178.66666667	0.972700925489936	45	1.04607103552866	44	0.87509836338822	45	1.04338798945817	44	0.993863922150708	45	0.874303965434832	46	1.07649443593579	45	1.00104534902016	46	1.03567520278968	46	0.863888315146678	46
CASP8AP2	NA	ENSG00000118412	caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]	NA	na	NA	2	2	2	0.00029117746364500005	0.00750261	0.543848	1187189.5	0.92079925573681	2	0.908401284878437	2	1.13287335868393	2	0.978562597107716	2	1.00725579904327	2	1.08650638419759	2	0.986403777986435	2	1.07056912794651	2	0.922142413989958	2	1.12445632142914	2
CASP9	NA	ENSG00000132906	caspase 9, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1511]	NA	na	NA	6	6	14	6.472012562487891e-24	0.0	0.00162245	9778773.666666666	0.895808541895084	12	1.06871041548912	11	0.880341541571457	12	1.04888369065094	12	0.931937686173308	12	0.982684928155422	12	1.04618649317577	12	1.14425711117065	12	1.11738395553877	12	0.94359745461141	12
CAST	NA	ENSG00000153113	calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]	NA	na	NA	77	77	318	0.0	0.0	0.00162245	1326503552.0	1.01384196418986	316	1.06050449102758	312	0.99409586958062	318	0.990816871426353	318	1.00237151719413	314	1.07784505073346	318	1.00130607334005	316	0.983473402718694	315	1.03426712708828	316	0.944497346878069	318
CAT	NA	ENSG00000121691	catalase [Source:HGNC Symbol;Acc:HGNC:1516]	NA	na	NA	24	24	51	1.8639627872625505e-134	0.0	0.00162245	199384712.0	1.05883848549189	50	1.10658367422264	50	0.904268901878895	51	1.16351710778741	51	1.02707316158031	51	0.97682762102352	51	1.15455435494306	51	0.936204113676919	50	1.0648142893232	51	0.981116644997776	51
CAV1	NA	ENSG00000105974	caveolin 1, caveolae protein, 22kDa [Source:HGNC Symbol;Acc:HGNC:1527]	NA	na	NA	8	10	96	3.834039538188143e-41	0.0	0.00162245	698872256.0	0.982239668642976	46	1.02031504829606	45	1.00299955178288	46	1.19605487038162	46	0.964015139098989	46	1.00656366517068	46	1.20455489667708	46	1.02951054463819	46	1.02069880293586	46	1.0057141612647	46
CAV2	NA	ENSG00000105971	caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]	NA	na	NA	6	7	21	1.0998628973136323e-25	0.0	0.00162245	280886826.6666667	0.943092084675554	20	1.14010434226325	20	1.02382020022857	20	1.21008855612923	20	1.06956471599939	20	1.04086018003546	20	1.21414949063345	20	0.986771330732836	20	0.966834956381906	20	1.11424883104603	20
CAV3	NA	ENSG00000182533	caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]	NA	na	NA	1	3	51	0.0197354	0.01644395	0.8509340000000001	NA	0.559815372122353	1	0.822012949645107	1	1.27625074160373	1	1.55751147572241	1	1.84362863205305	1	1.58564498992177	1	1.37430856153031	1	0.622104711512928	1	1.09929132353007	1	1.29695154941965	1
CBFA2T2	NA	ENSG00000078699	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 [Source:HGNC Symbol;Acc:HGNC:1536]	NA	na	NA	2	2	2	5.2153540595999996e-06	0.000269579	0.1176445	3186108.5	0.956009317521343	2	0.899767029486141	2	0.830713620937715	2	0.911297556922964	2	0.971758405003226	2	0.988887189677972	2	0.971741038852733	2	1.07134658706649	2	1.10974340556929	2	1.00967176217011	2
CBFB	NA	ENSG00000067955	core-binding factor, beta subunit [Source:HGNC Symbol;Acc:HGNC:1539]	NA	na	NA	11	11	31	5.345065005631738e-39	0.0	0.00162245	64583901.333333336	0.983146020254179	31	1.02755830240249	31	0.85059406705211	31	0.861344901362784	31	1.06271453393403	31	0.952331647143768	31	0.828094674766493	31	0.965941347425362	31	0.986010550725412	31	0.916547364317145	31
CBL	NA	ENSG00000110395	Cbl proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1541]	NA	na	NA	16	20	42	2.180920048546992e-84	0.0	0.00162245	112363930.66666667	0.953084443834807	31	0.868437740833453	30	1.09760714227981	31	0.997675543626798	31	0.964821968840866	31	0.971992925165628	31	1.08333331109577	31	1.0673458488037	31	0.884890944439812	31	1.04789696604209	31
CBLB	NA	ENSG00000114423	Cbl proto-oncogene B, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1542]	NA	na	NA	7	11	18	1.0451036071571903e-25	0.0	0.00162245	3892670.6666666665	0.884393836185677	7	0.895515449517963	6	1.33329537241844	7	1.21645942155358	7	0.873281531058904	7	0.945077683141327	7	1.49725649997871	7	1.07147774571816	7	0.926709661510988	7	1.16582764554887	7
CBLL1	NA	ENSG00000105879	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:21225]	NA	na	NA	9	9	16	2.3141968615478725e-36	0.0	0.00162245	39528392.0	1.07743215496101	15	1.10806417013319	15	0.983461395960059	16	0.975793687064676	16	0.941668126762102	15	0.959667320597544	16	1.02879078465902	15	1.05377610938394	15	1.06599698951931	16	0.99905375266572	16
CBR1	NA	ENSG00000159228	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]	NA	na	NA	13	15	51	8.523087908491137e-72	0.0	0.00162245	146417864.0	1.0348175790597	31	0.983704252777762	31	0.941566817368621	31	1.02876051708165	31	1.01539147537183	31	0.97838110463535	31	1.02315902251993	31	0.954258253945784	31	1.03139841394733	31	0.993221430369387	31
CBR3	NA	ENSG00000159231	carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]	NA	na	NA	4	6	28	1.242873840758459e-25	0.0	0.00162245	12373702.666666666	1.03065517915596	8	0.973875217802608	8	0.959729448092441	8	1.01115749960868	8	0.985094415989989	8	1.00253603995535	8	0.802762291267642	8	1.0134756030082	8	0.915044258169476	8	1.05533669467511	8
CBR4	NA	ENSG00000145439	carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]	NA	na	NA	2	2	2	2.6267957925e-08	0.0	0.00162245	13052531.5	1.06611193523701	2	1.00237221018528	2	0.948935312445616	2	1.13007356672511	2	1.01678245001509	2	0.867935023763177	2	1.00183132694497	2	0.928303924728344	2	1.0614583788064	2	1.02228556556538	2
CBS	NA	ENSG00000160200	cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]	NA	na	NA	16	16	27	1.7319854760325139e-72	0.0	0.00162245	84044925.33333333	0.975642978104593	27	1.01763035121642	27	1.12735803165859	27	1.10476377060689	27	0.983778558358321	27	0.975007955625837	27	1.1026512244139	27	1.05907038280809	27	1.04429526404155	27	1.03195488857045	27
CBWD2	NA	ENSG00000136682	COBW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17907]	NA	na	NA	1	5	13	6.12117e-09	0.0	0.00162245	3167527.5	0.99073588640042	4	0.907755183996379	4	0.852127981079325	4	0.960901008986797	4	0.984902206144366	4	0.927527571740864	4	0.939340926148374	4	1.05942791909494	4	1.00695410800898	4	0.989757433304262	4
CBX1	NA	ENSG00000108468	chromobox homolog 1 [Source:HGNC Symbol;Acc:HGNC:1551]	NA	na	NA	14	18	74	1.5751663506041655e-55	0.0	0.00162245	249182112.0	0.999946027153654	44	0.890107976449319	43	0.942737417681222	44	0.863203597881331	44	1.01268917085394	44	1.14580697270761	45	0.780382488412739	45	0.999406527673857	44	0.850423491634314	45	1.08926706029286	45
CBX2	NA	ENSG00000173894	chromobox homolog 2 [Source:HGNC Symbol;Acc:HGNC:1552]	NA	na	NA	2	2	2	2.972812913e-06	0.000269579	0.0520118	2883014.5	1.084194820014	2	0.879335431173241	2	1.30136326568273	2	0.852759350051749	2	0.93358933839342	2	1.01790084119724	2	1.07157401278626	2	0.989272699377608	2	0.755475073753926	2	1.03810209918959	2
CBX3	NA	ENSG00000122565	chromobox homolog 3 [Source:HGNC Symbol;Acc:HGNC:1553]	NA	na	NA	12	17	132	2.8871346246010112e-61	0.0	0.00162245	1167520853.3333333	1.04465250454046	98	1.04795356160857	98	0.976639581402882	98	0.873590754641139	98	1.02312883260293	98	1.10147439922985	98	0.829553079518741	98	0.942780274128646	98	0.95951676066003	98	1.04406034272393	98
CBX4	NA	ENSG00000141582	chromobox homolog 4 [Source:HGNC Symbol;Acc:HGNC:1554]	NA	na	NA	12	12	15	1.4834287070819984e-47	0.0	0.00162245	24916484.0	1.03899633034669	15	0.987578024408797	15	1.0555692397993	15	1.03804492305882	15	1.0250935686353	15	0.942446900710994	15	1.07985727898921	15	1.00316068313486	15	0.91736223459147	15	0.976816880200174	15
CBX5	NA	ENSG00000094916	chromobox homolog 5 [Source:HGNC Symbol;Acc:HGNC:1555]	NA	na	NA	17	18	87	5.56347336237873e-87	0.0	0.00162245	518984384.0	1.04751714311734	81	1.06776973565744	81	0.931322776056377	81	0.872281751996986	81	1.01903524434595	81	1.1271430892306	81	0.805575677992807	81	0.93748085338793	81	0.990280099532626	81	1.02092714651722	81
CBX6	NA	ENSG00000183741	chromobox homolog 6 [Source:HGNC Symbol;Acc:HGNC:1556]	NA	na	NA	2	2	2	2.8168812395199994e-06	0.000269579	0.1176445	1236040.0	0.732059961858593	2	1.6248048518687	2	1.40554094500633	2	0.711061175188593	2	0.631701937589503	2	1.38575699101627	2	0.610707660564584	2	1.59396994863055	2	1.37577339463212	2	1.37758246574092	2
CBX8	NA	ENSG00000141570	chromobox homolog 8 [Source:HGNC Symbol;Acc:HGNC:15962]	NA	na	NA	11	11	29	3.4970479480155396e-62	0.0	0.00162245	76147737.33333333	0.962738492060778	29	1.01640462009803	29	0.994277728464515	29	1.04608706952846	29	1.04173487513923	29	1.05779440376712	29	1.07917370202958	29	0.978943667336296	29	1.04108433767486	29	1.03632197985124	29
CBY1	NA	ENSG00000100211	chibby homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:1307]	NA	na	NA	1	1	1	0.00290106	0.00341346	0.302253	2024111.0	0.9478794607624	1	0.776839039583872	1	0.949326303515675	1	0.981104539728965	1	0.957990034585827	1	0.929258568931202	1	1.01295601553585	1	1.09164626907687	1	0.9375053364775	1	0.910662837423102	1
CC2D1A	NA	ENSG00000132024	coiled-coil and C2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:30237]	NA	na	NA	18	18	39	2.5875570443616175e-65	0.0	0.00162245	24392336.666666668	0.993867722047889	39	1.03237738283451	39	0.957059960705485	39	1.12919427749346	38	0.997872522048013	39	0.921444911145536	39	1.11035960675419	39	0.997531839237904	39	1.062988560721	39	0.919250041558239	39
CC2D1B	NA	ENSG00000154222	coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]	NA	na	NA	25	26	52	1.5578889541214476e-124	0.0	0.00162245	217039344.0	0.929454260160693	48	0.958455844359624	48	1.15202008372688	51	1.17210496028424	51	1.00294654075959	50	1.15468458990716	50	1.181074861716	50	1.03794413636643	51	0.948398037191667	51	1.16951534910753	51
CC2D2A	NA	ENSG00000048342	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]	NA	na	NA	13	13	17	1.1731996353318297e-45	0.0	0.00162245	15593898.666666666	1.03331456781376	17	1.00120826639261	17	0.958559684022806	17	0.950235120631162	17	1.01408442448905	17	0.926569275580294	17	0.938897752424097	17	0.955169245044115	17	1.0192357097309	17	0.94285986312453	17
CCAR1	NA	ENSG00000060339	cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]	NA	na	NA	45	46	96	8.98016780873105e-175	0.0	0.00162245	230066378.66666666	1.0212929180631	93	1.00467141927207	92	1.00127148955612	93	0.928218649291865	93	1.03512863772807	93	1.02793031163914	93	0.919185711839522	93	0.961120267678152	93	0.981766964298354	93	1.02953367927486	93
CCAR2	NA	ENSG00000158941	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	NA	na	NA	46	46	89	6.169490948092922e-199	0.0	0.00162245	177858090.66666666	0.981881281998005	87	1.00830922359372	87	1.05653268439397	88	0.922049899046821	88	1.00454511996573	88	1.01016473649157	88	0.969163972551269	86	1.01908653175436	88	0.983990733616972	87	1.02200180587702	88
CCBE1	NA	ENSG00000183287	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]	NA	na	NA	3	3	3	2.0544735734228083e-05	0.000532854	0.164203	85702526.33333333	0.968939600737322	3	0.940350157633535	3	0.944269813711774	3	0.934471749736545	3	0.926790038159843	3	0.959719630244278	3	0.984855800788695	3	1.10444482788243	3	1.07008536732407	3	0.993468305703652	3
CCBL1	NA	ENSG00000171097	cysteine conjugate-beta lyase, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:1564]	NA	na	NA	4	4	5	1.9561604507913097e-15	0.0	0.00162245	16570333.0	1.05912008939078	5	0.994891239678538	5	1.11905542322926	5	0.894335496701497	5	1.044529539491	5	0.924495347605882	5	1.17977297210222	5	0.908851090398026	5	1.03336797997208	5	0.900490867481078	5
CCBL2	NA	ENSG00000137944	cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:HGNC:33238]	NA	na	NA	10	10	20	5.6634795663234724e-43	0.0	0.00162245	32443998.0	0.954349335502188	20	1.07349764556809	20	1.00431677863025	20	0.99923587605385	20	1.0858908652645	20	0.918369000106972	20	1.09180740454472	20	0.968067461158208	20	1.052391753228	20	0.977513295493784	20
CCDC101	NA	ENSG00000176476	coiled-coil domain containing 101 [Source:HGNC Symbol;Acc:HGNC:25156]	NA	na	NA	4	4	9	1.5809157920089786e-20	0.0	0.00162245	16497690.0	1.04405336214604	9	1.02738833489416	9	1.01235018800203	9	1.10310846080716	9	1.090803268956	9	1.22351485715989	9	1.05983252467132	9	0.896693839635716	9	0.962112572427422	9	1.09399987237619	9
CCDC102A	NA	ENSG00000135736	coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097]	NA	na	NA	11	13	19	2.8007308150824155e-53	0.0	0.00162245	16213047.333333334	1.04332575173422	16	1.03932491745394	16	0.96948072674591	16	1.13580616897036	16	1.04368437469216	16	1.08894101976273	16	1.06440329381818	16	0.923462080254293	16	0.994837518745202	16	0.997849806610159	16
CCDC106	NA	ENSG00000173581	coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]	NA	na	NA	6	6	11	4.867225105876819e-19	0.0	0.00162245	16776268.666666666	0.982845922801708	11	0.964193869620575	11	1.14119093732434	11	0.975050818525432	11	0.992552393666469	11	1.36330807725617	11	0.910546040876708	11	0.9942471525687	11	0.947357569104969	11	1.27725656483698	11
CCDC109B	NA	ENSG00000005059	coiled-coil domain containing 109B [Source:HGNC Symbol;Acc:HGNC:26076]	NA	na	NA	4	4	5	9.277262598072324e-15	0.000269579	0.04036305	20517054.333333332	0.979415742427466	5	0.968149530585404	4	0.835653403779488	5	0.947266481767461	5	0.988560193938624	5	0.77936758918456	5	1.04399573838447	5	1.02043470085158	5	0.896739181217471	5	0.971681451433665	5
CCDC112	NA	ENSG00000164221	coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]	NA	na	NA	1	2	2	0.186184	0.10031	1.0	905694.0	1.065903068813	1	1.12269321501352	1	0.771345279239068	1	0.934519095401799	1	0.907493466084307	1	1.01954546572926	1	0.382425033374197	1	1.03039384659443	1	0.997540252262264	1	0.76816471401172	1
CCDC114	NA	ENSG00000105479	coiled-coil domain containing 114 [Source:HGNC Symbol;Acc:HGNC:26560]	NA	na	NA	1	1	1	0.0757932	0.0719825	1.0	924554.0	1.3606887155383	1	0.649319264395218	1	1.24656631852896	1	1.11024927794006	1	0.551200500642733	1	1.36647663554845	1	0.576665818428875	1	1.09200779011069	1	1.37079580306962	1	1.1743880517823	1
CCDC115	NA	ENSG00000136710	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:HGNC:28178]	NA	na	NA	3	3	4	1.8619716556873943e-12	0.0	0.00162245	9763504.0	1.10541700178982	4	1.02712904142617	4	0.849809021980429	4	1.05434616879483	4	0.922695118013833	4	1.01875237051718	4	0.999765647254151	4	0.961534826595615	4	1.02269990461681	4	0.9727782562886	4
CCDC117	NA	ENSG00000159873	coiled-coil domain containing 117 [Source:HGNC Symbol;Acc:HGNC:26599]	NA	na	NA	8	8	14	2.3814677552187262e-18	0.0	0.00162245	43473577.333333336	1.02567242018688	14	1.09928863719838	14	1.08310379973499	14	1.13511205486612	14	1.00767882567936	14	1.34416392166985	14	1.02552658775226	14	0.981483695092709	14	1.02976085496966	14	1.1455669679133	14
CCDC12	NA	ENSG00000160799	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	NA	na	NA	15	15	37	2.814385279223063e-70	0.0	0.00162245	87096797.33333333	1.04163798904511	37	1.08200668429152	37	0.996806710457567	37	1.00156404627158	37	1.04167885088616	37	1.2295205654484	37	1.00517782598277	37	0.930066037692715	37	1.02206701131525	37	1.12962986011321	37
CCDC120	NA	ENSG00000147144	coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910]	NA	na	NA	2	2	2	1.76174735124e-05	0.000269579	0.06237835	8712945.5	1.01718684343357	2	0.774157870500802	2	0.810074757784099	2	0.876018520670501	2	1.0127850859678	2	0.899497214528491	2	0.887945976235156	2	0.976939403431336	2	0.906166935316387	2	0.961504550226035	2
CCDC124	NA	ENSG00000007080	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	NA	na	NA	18	18	56	1.984437183352392e-56	0.0	0.00162245	178670341.33333334	1.02848937441657	53	1.11424249907607	51	1.00302060719687	54	1.06951273733229	54	1.02363706759603	54	1.18270695679541	55	0.992894476304586	53	0.948145993531498	54	0.963866109247121	54	1.06782826868729	55
CCDC126	NA	ENSG00000169193	coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]	NA	na	NA	2	3	5	6.0016014912e-07	0.0	0.00162245	41234016.0	1.05220269508049	4	1.20216025989028	4	1.36117817298809	4	1.50428925088997	4	1.00225068939495	4	1.65017143456611	4	1.52057468929914	4	0.949407628636276	4	1.17803668075345	4	1.48516454089169	4
CCDC127	NA	ENSG00000164366	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:HGNC:30520]	NA	na	NA	4	5	11	5.391496141952867e-12	0.0	0.00162245	24408586.666666668	0.897121294564347	10	0.903125038159873	10	0.972715982980965	10	0.967477202975674	10	1.00722966277226	10	0.848215682493298	10	1.00889915018322	10	1.04722586884334	10	0.87310690998793	10	0.909453677297358	10
CCDC130	NA	ENSG00000104957	coiled-coil domain containing 130 [Source:HGNC Symbol;Acc:HGNC:28118]	NA	na	NA	5	5	6	1.097230747006521e-14	0.0	0.00162245	2968795.0	1.03244797045526	6	0.8743343475105	6	0.936015377146364	6	0.912726020955592	6	0.99661519586236	6	0.953231294408953	6	1.00050875280744	6	1.0244665507698	6	0.978777964547154	6	0.935128872155824	6
CCDC132	NA	ENSG00000004766	coiled-coil domain containing 132 [Source:HGNC Symbol;Acc:HGNC:25956]	NA	na	NA	18	18	29	1.8485887447051398e-63	0.0	0.00162245	44258985.333333336	0.976680979169608	29	1.02787665412886	29	1.01641705090717	29	0.983594053200158	29	1.01618711742936	29	0.907507702607712	29	1.06941441853315	29	1.01780043163721	29	0.977269391892249	29	0.918349825511257	29
CCDC134	NA	ENSG00000100147	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]	NA	na	NA	10	10	17	6.761423051235675e-45	0.0	0.00162245	46452145.333333336	1.07582733953454	17	0.923225339116907	17	0.921751977581079	17	0.942890827332251	17	0.99212855660041	17	1.01373080449945	17	0.943263089307353	17	0.967551078398853	17	0.95154638853746	17	0.97366041197929	17
CCDC136	NA	ENSG00000128596	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	NA	na	NA	1	1	1	0.246874	0.10031	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC137	NA	ENSG00000185298	coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:HGNC:33451]	NA	na	NA	10	10	23	1.0297692093313862e-35	0.0	0.00162245	45425130.666666664	0.976590352046292	23	0.839873978053019	23	1.09774251475042	23	0.827153318067298	23	0.954526942922261	23	1.02621755151626	23	0.83193712086531	23	1.06695354572584	23	0.842027565718453	23	0.954642009043423	23
CCDC138	NA	ENSG00000163006	coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:HGNC:26531]	NA	na	NA	8	8	8	4.6362327527022734e-20	0.0	0.00162245	11002192.333333334	0.985684639611167	8	0.97630552847	8	1.2954376878444	8	0.991991974337314	8	1.07177017542662	8	1.3059462979236	8	1.03816439998457	8	0.946359054138327	8	0.9001604235679	8	1.28817103363355	8
CCDC14	NA	ENSG00000175455	coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766]	NA	na	NA	7	7	9	2.7884199597673947e-30	0.0	0.00162245	17823745.333333332	1.09771938548809	9	1.00471619985176	9	1.03599264003142	9	1.21532054210147	9	1.00042738276293	9	1.15291850800101	9	1.06765385384663	9	0.935475463657242	9	0.972113633416668	9	1.14880091584143	9
CCDC142	NA	ENSG00000135637	coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:HGNC:25889]	NA	na	NA	2	2	2	0.067402007596	0.10031	1.0	1519387.0	0.897150383861281	2	0.953877192612084	2	0.95881011279723	2	0.836374236537423	2	0.93660058781492	2	0.901868216811816	2	1.11121758428463	2	1.15815355442033	2	1.01953745441151	2	1.08110124045559	2
CCDC146	NA	ENSG00000135205	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]	NA	na	NA	1	2	2	0.157014	0.10031	1.0	685506.0	1.53565461326255	1	0.485378912693734	1	0.356558388849941	1	0.41120213606813	1	0.813282673058313	1	0.53895644964857	1	1.21131347939599	1	0.687047645852305	1	1.11186272932281	1	0.450889212820594	1
CCDC15	NA	ENSG00000149548	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]	NA	na	NA	4	5	5	8.352222336308732e-06	0.01519175	0.8103914999999999	4313386.333333333	0.992573846081666	4	0.933712906297623	4	0.766185697679857	4	0.971346859129182	4	1.07591779558973	4	0.809403017279463	4	1.00056324698343	4	0.945486472102043	4	0.911603934831985	4	0.901816444922777	4
CCDC152	NA	ENSG00000198865	coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]	NA	na	NA	1	1	1	0.304146	0.10031	1.0	NA	NA	0	NA	0	NA	0	3.54793728845245	1	NA	0	1.25540284846882	1	3.10743365400575	1	0.951637234685997	1	0.991451118667843	1	1.28210520136181	1
CCDC167	NA	ENSG00000198937	coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]	NA	na	NA	4	4	13	7.55133068591837e-12	0.0	0.00162245	172333048.0	1.04596076541534	13	1.01156470831121	13	0.872986839284298	13	0.889726199779131	13	0.986168887159151	13	1.03838360948999	13	0.943729520764593	13	0.955913734586327	13	0.880340947543061	13	0.931642162297478	13
CCDC174	NA	ENSG00000154781	coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033]	NA	na	NA	7	7	11	1.1388670386874128e-24	0.0	0.00162245	15816431.333333334	1.0436519674204	11	1.16159764001055	11	0.964523234874466	11	0.980925494902777	11	1.0214666044788	11	1.17162576526101	11	0.979778231711182	11	0.93855886549677	11	1.20096371824201	11	1.08814388885313	11
CCDC175	NA	ENSG00000151838	coiled-coil domain containing 175 [Source:HGNC Symbol;Acc:HGNC:19847]	NA	na	NA	2	2	2	0.02442117249	0.10031	1.0	5045064.0	1.5317317228795	2	1.55157336407897	2	1.25383290773916	2	0.978620113768629	2	0.8418941956399	2	1.30761419588344	2	0.979471050686631	2	0.663971836186313	2	0.98199074247051	2	1.19416619715734	2
CCDC18	NA	ENSG00000122483	coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]	NA	na	NA	13	13	16	7.313824498478278e-48	0.0	0.00162245	4963504.666666667	1.03592713849851	16	0.938014805171878	16	1.01168453757138	16	0.863631746409541	16	1.03105361700658	16	1.05033889638346	16	0.776697198222696	16	0.944622292104007	16	0.938497915872343	16	1.03096047807968	16
CCDC181	NA	ENSG00000117477	coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051]	NA	na	NA	2	2	2	0.029236307981400003	0.0907052	1.0	1943644.0	1.07089073105718	2	0.737477407484786	2	0.853544743833275	2	1.00102732973563	2	0.935268394671944	2	1.05504991661533	2	0.812963594372523	2	0.999919041137804	2	1.21971195992101	2	1.04736513983678	2
CCDC186	NA	ENSG00000165813	coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349]	NA	na	NA	29	30	43	4.198935182505903e-94	0.0	0.00162245	83883674.66666667	1.0520390423711	41	1.10417424817339	41	0.928879396026809	41	0.904680496175075	41	1.04756752327186	41	1.14755840534064	41	0.838687439969722	41	0.924580232133122	41	1.0347379302204	41	1.05278384027359	41
CCDC22	NA	ENSG00000101997	coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909]	NA	na	NA	21	21	36	1.5130172094167865e-86	0.0	0.00162245	55984414.666666664	1.03265406641512	36	1.01939020822393	35	0.953244928457235	36	1.03836629448192	36	0.987796433536329	36	0.947395799530565	36	1.03376946508115	35	1.00303947301369	36	1.02124795865172	36	0.968258191296225	36
