protein,imputed,n,average_expression,proportional_expression,foldchange,log2_foldchange,p_value,adj_p_value,normalization,abundance_control_1,abundance_control_2,abundance_control_3,abundance_knockdown_1,abundance_knockdown_2,abundance_knockdown_3,description,biological_process,cellular_component,molecular_function,gene_id_entrez,gene_name,wiki_pathway,reactome_pathway,gene_id_ensemble
P62330,0,6,20667897.911458332,8.00043169222064e-5,1.5885884095157219,0.66774538241566606,0.04007767545222274,0.6429522395902524,raw,17380151.375,14614526.84375,15407186.25,24475677.5,22156070,29973775.5,ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2,cell communication;cell differentiation;cell growth;conjugation;defense response;metabolic process,cytoplasm;cytoskeleton;cytosol;extracellular;mitochondrion;nucleus,structural molecule activity,382,ARF6,VEGFA-VEGFR2 signaling pathway; Ras signaling; EGF/EGFR signaling pathway; IL-18 signaling pathway; Insulin signaling; CCL18 signaling pathway; 2q13 copy number variation syndrome,Clathrin-mediated endocytosis; TBC/RABGAPs; MET receptor recycling,ENSG00000165527
Q5H8A4,0.16666666666666666,6,19365053.755208332,7.496107753601404e-5,1.5882114456433605,0.667402997665856,0.007016884982946361,0.6429522395902524,raw,14487628,15585554,14834698.53125,23560638,22187092,25534712,GPI ethanolamine phosphate transferase 2 OS=Homo sapiens OX=9606 GN=PIGG PE=1 SV=1,cell organization and biogenesis;cellular homeostasis,cytoskeleton;extracellular,structural molecule activity,54872,PIGG,NA,Synthesis of glycosylphosphatidylinositol (GPI),ENSG00000174227
Q5UIP0,0,6,964118.640625,3.732051203543358e-6,1.5881736360035483,0.667368651842881,0.02383636135391482,0.6429522395902524,raw,708190.0625,789263.875,773498.59375,1253488.078125,1017952.453125,1242318.78125,Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,cell differentiation;cell growth;cell proliferation;cellular homeostasis;coagulation;metabolic process,cytoplasm;cytoskeleton;endoplasmic reticulum;membrane;nucleus,NA,55183,RIF1,ATM signaling in development and disease,Nonhomologous End-Joining (NHEJ),ENSG00000080345
Q9NZT2,0,6,19437662.1171875,7.524214058499316e-5,1.5880066343715717,0.6672169397824906,0.11331888910267683,0.6429522395902524,raw,16479179.5,15508886.953125,15703790.6875,25015647.03125,17749422.15625,26169046.375,Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3,metabolic process,cytoskeleton;membrane;nucleus,structural molecule activity,11054,OGFR,NA,NA,ENSG00000060491
Q9H446,0,6,1691497.6393229167,6.547696035140997e-6,1.5874592335862734,0.6667195435332535,0.42616725767086305,0.911043979658989,raw,1916301.921875,1335313.375,769458.9921875,2119755.546875,820527.125,3187628.875,RWD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RWDD1 PE=1 SV=1,cell organization and biogenesis;cellular homeostasis;coagulation;development;metabolic process,nucleus,NA,51389,RWDD1,NA,NA,ENSG00000111832
Q9H223,0,6,58898698.161458336,2.2799368054756363e-4,1.5871262544187164,0.666416897787955,0.10195131873807567,0.6429522395902524,raw,45974840.125,50222819.9375,46018592.3125,79709956.09375,54157216.75,77308763.75,EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,cell growth;conjugation;metabolic process,cytoplasm;cytoskeleton;extracellular;membrane;mitochondrion;nucleus,RNA binding;structural molecule activity,30844,EHD4,NA,NA,ENSG00000103966
Q9Y3Q8,0.16666666666666666,6,443260.859375,1.7158388542739227e-6,1.5869407557843858,0.6662482699932142,1,1,raw,NA,342691.15625,NA,NA,NA,543830.5625,TSC22 domain family protein 4 OS=Homo sapiens OX=9606 GN=TSC22D4 PE=1 SV=2,coagulation;metabolic process,membrane,NA,81628,TSC22D4,NA,NA,ENSG00000166925
Q8N8S7,0,6,15514769.455078132,6.005683489325188e-5,1.5867756111254154,0.6660981284221368,0.03545381726292315,0.6429522395902524,raw,11855403.2890625,12497298.3085938,10760237.3046875,18321040.734375,17074082.125,22580554.96875,Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2,cell growth;defense response;metabolic process,cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;nucleus,motor activity;structural molecule activity,55740,ENAH,Regulation of actin cytoskeleton,Generation of second messenger molecules; Signaling by ROBO receptors,ENSG00000154380
A0A669KBL1,0,6,73354130.29947917,2.839498778818122e-4,1.5867246877606105,0.6660518281990667,0.09118584818633124,0.6429522395902524,raw,63231299.46875,60863609.109375,50101722.453125,100330663.90625,67080494.109375,98516992.75,Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=1,cell organization and biogenesis;cellular homeostasis,NA,structural molecule activity,NA,USP7,Nucleotide excision repair in xeroderma pigmentosum,NA,ENSG00000187555
Q9BW72,0,6,672368.48125,2.6027020886630646e-6,1.5867134596354342,0.6660416192334224,0.11396501318408174,0.6429522395902524,raw,742478.3125,543920.75,349350.59375,775505.0625,NA,950587.6875,"HIG1 domain family member 2A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD2A PE=1 SV=1",cell growth;metabolic process,cytoskeleton;endosome,NA,192286,HIGD2A,NA,NA,ENSG00000146066
Q13609,0.8333333333333334,6,330640.421875,1.279891221269973e-6,1.5865686285268186,0.6659099277439764,0.12813146709315718,0.649639734499993,raw,231502.25,232419.0625,321796.53125,375333.34375,312239.0625,510552.28125,Deoxyribonuclease gamma OS=Homo sapiens OX=9606 GN=DNASE1L3 PE=1 SV=1,cell growth;cell proliferation;cellular homeostasis;metabolic process,cell surface;extracellular;membrane,RNA binding;structural molecule activity,1776,DNASE1L3,NA,NA,ENSG00000163687
Q13610,0,6,4008656.4739583335,1.5517292776882484e-5,1.5861282828111003,0.6655094579845409,0.046284288040157176,0.6429522395902524,raw,2700512.8125,3633271.8125,3021438.90625,4555506.5625,4283359.75,5857849,Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1,cell organization and biogenesis;cellular component movement;cellular homeostasis;metabolic process,extracellular;membrane;nucleus,structural molecule activity,11137,PWP1,NA,NA,ENSG00000136045
Q9UKN8,0,6,8165106.010416667,3.160668451911733e-5,1.586073229843288,0.6654593825758128,0.012627592768602217,0.6429522395902524,raw,6440362.25,7151754.6875,4686617.296875,9754371.59375,9614323.578125,11343206.65625,General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2,cell organization and biogenesis;cellular component movement;cellular homeostasis,endosome;membrane;nucleus,DNA binding;RNA binding;structural molecule activity,9329,GTF3C4,NA,RNA Polymerase III Abortive And Retractive Initiation; RNA Polymerase III Transcription Initiation From Type 1 Promoter; RNA Polymerase III Transcription Initiation From Type 2 Promoter,ENSG00000125484
P99999,0,6,45434750.822916664,1.7587546734023992e-4,1.5856701289560153,0.6650926746878218,0.10973662585573477,0.6429522395902524,raw,42311190.25,29941554.6875,31176336.75,62725945,39361887.75,67091590.5,Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2,cell organization and biogenesis;cellular homeostasis;development;metabolic process,cytoskeleton;cytosol;endosome;membrane,structural molecule activity,54205,CYCS,miRNA regulation of DNA damage response; Apoptosis modulation and signaling; Alzheimer's disease and miRNA effects; AGE/RAGE pathway; Parkinson's disease pathway; Nanomaterial induced apoptosis; Apoptosis; Fas ligand pathway and stress induction of heat shock proteins; Apoptosis modulation by HSP70; VEGFA-VEGFR2 signaling pathway; Oxidative damage response; NO/cGMP/PKG mediated neuroprotection; Chromosomal and microsatellite instability in colorectal cancer ; Non-small cell lung cancer; Acute viral myocarditis; Nonalcoholic fatty liver disease; Measles virus infection; Small cell lung cancer; Hepatitis B infection; IL-18 signaling pathway; Malignant pleural mesothelioma; Complement system in neuronal development and plasticity; Alzheimer's disease; DNA damage response,Respiratory electron transport; Detoxification of Reactive Oxygen Species; Transcriptional activation of mitochondrial biogenesis; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1; Activation of caspases through apoptosome-mediated cleavage; SMAC (DIABLO) binds to IAPs ; SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ; Regulation of the apoptosome activity; Release of apoptotic factors from the mitochondria; Pyroptosis,ENSG00000172115
O75925,0,6,678052.48125,2.6247045457747627e-6,1.5854037801017848,0.6648503213507073,0.15421433908462956,0.6638855679885327,raw,511661.15625,791385.625,464836.5625,840001.625,NA,782377.4375,E3 SUMO-protein ligase PIAS1 OS=Homo sapiens OX=9606 GN=PIAS1 PE=1 SV=2,cell organization and biogenesis;cellular component movement;cellular homeostasis;development;metabolic process,membrane,RNA binding;structural molecule activity,8554,PIAS1,Androgen receptor signaling pathway; Interleukin-11 signaling pathway; Mesodermal commitment pathway; TGF-beta signaling pathway; Immune response to tuberculosis; Interferon type I signaling pathways,SUMOylation of DNA damage response and repair proteins; SUMOylation of ubiquitinylation proteins; SUMOylation of chromatin organization proteins; SUMOylation of transcription cofactors; SUMOylation of intracellular receptors; Regulation of IFNG signaling; SUMOylation of transcription factors; Formation of Incision Complex in GG-NER,ENSG00000033800
O00442,0,6,7931443.083333333,3.070218794421498e-5,1.5849860872727453,0.6644701766986202,0.03546934459547976,0.6429522395902524,raw,7171631.09375,5669929.75,5042696.15625,10465804.5625,7992603.25,11245993.6875,RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1,cellular component movement;cellular homeostasis,membrane,structural molecule activity,8634,RTCA,NA,NA,ENSG00000137996
A0A590UJK3,0,6,614974.6796875,2.380533781598281e-6,1.5843800861458506,0.6639184734347114,1,1,raw,NA,NA,431107.53125,683038.1875,636851.25,708901.75,Sarcolemmal membrane-associated protein OS=Homo sapiens OX=9606 GN=SLMAP PE=1 SV=1,metabolic process,cytoskeleton,NA,NA,SLMAP,NA,NA,ENSG00000163681
O15239,0,6,351588.671875,1.3609807659902639e-6,1.5838893815749195,0.6634715814869797,1,1,raw,NA,NA,227952.53125,460668.1875,361051.59375,356682.375,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 OS=Homo sapiens OX=9606 GN=NDUFA1 PE=1 SV=1,cell growth;cellular homeostasis;conjugation,cytoskeleton;endosome,catalytic activity,4694,NDUFA1,Electron transport chain: OXPHOS system in mitochondria; Nonalcoholic fatty liver disease,Complex I biogenesis,ENSG00000125356
P20337,0,6,2573267.7526041665,9.960980535466132e-6,1.5837405893392584,0.6633360468300659,0.10849492869924905,0.6429522395902524,raw,1622495,2795869.5,1794209.328125,2992519.625,2569611.1875,3664901.875,Ras-related protein Rab-3B OS=Homo sapiens OX=9606 GN=RAB3B PE=1 SV=2,cell growth;conjugation;metabolic process,cytoplasm;cytoskeleton;cytosol;extracellular;mitochondrion;nucleus,motor activity;structural molecule activity,5865,RAB3B,Intracellular trafficking proteins involved in CMT neuropathy,RAB geranylgeranylation,ENSG00000169213
P61225,0,6,4347647.125651042,1.682950728693447e-5,1.5836222954531858,0.6632282839944885,0.36340431950732544,0.8458062414401234,raw,3885438.75,3297956.0625,3219922,7842049.18359375,2617800.0078125,5222716.75,Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1,cell communication;coagulation;development;metabolic process,cell surface;cytoplasm;cytoskeleton;cytosol;mitochondrion;nucleus,structural molecule activity,5912,RAP2B,NA,Neutrophil degranulation,ENSG00000181467
Q9P0J7,0,6,2226778.53125,8.619739467114479e-6,1.5826895659687095,0.662378308186948,0.22783681717866522,0.7148463313429879,raw,2778475.375,920412.9375,1605005.25,2517189,2999363.5625,2540225.0625,E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens OX=9606 GN=KCMF1 PE=1 SV=2,cell death;cell organization and biogenesis;cellular homeostasis,cell surface;cytoplasm;cytoskeleton;cytosol;nucleus,structural molecule activity,56888,KCMF1,NA,Neutrophil degranulation,ENSG00000176407
A0A0A0MQU4,0,6,2940117,1.1381034165354526e-5,1.582671970888999,0.6623622693655071,1,1,raw,2276802.5,NA,NA,NA,3603431.5,NA,Selenocysteine lyase OS=Homo sapiens OX=9606 GN=SCLY PE=1 SV=1,NA,extracellular,structural molecule activity,51540,SCLY,2q37 copy number variation syndrome,NA,ENSG00000132330
Q3B726,0,6,412191.1953125,1.5955698621891179e-6,1.5821943554998035,0.6619268302109811,0.1797849111611685,0.6742444420587625,raw,NA,259584.75,384156.71875,566176.625,NA,438846.6875,DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1,cellular component movement;cellular homeostasis;metabolic process,membrane,NA,221830,POLR1F,Pyrimidine metabolism; 2q13 copy number variation syndrome,B-WICH complex positively regulates rRNA expression; NoRC negatively regulates rRNA expression; RNA Polymerase I Transcription Initiation; RNA Polymerase I Promoter Escape; RNA Polymerase I Transcription Termination,ENSG00000105849
P41594,0.8333333333333334,6,8907564.166666666,3.4480699955451105e-5,1.581956727497237,0.6617101371817729,0.05356861449283966,0.6429522395902524,raw,5879346.5,9096284,6806747.5,10767980,9448238,11446789,Metabotropic glutamate receptor 5 OS=Homo sapiens OX=9606 GN=GRM5 PE=1 SV=2,cell death;cell growth;cell organization and biogenesis;cellular homeostasis;development;metabolic process,cytoplasm;cytoskeleton;nucleus,antioxidant activity;DNA binding;structural molecule activity,2915,GRM5,"Common pathways underlying drug addiction; Fragile X syndrome; Vitamin D-sensitive calcium signaling in depression; GPCRs, class C metabotropic glutamate, pheromone; Neuroinflammation and glutamatergic signaling",G alpha (q) signalling events; Class C/3 (Metabotropic glutamate/pheromone receptors); Neurexins and neuroligins,ENSG00000168959
Q53EU6,0,6,3139770.0546875,1.215388036046031e-5,1.5815398273562207,0.661329887190004,0.09814139565305108,0.6429522395902524,raw,2557469.296875,2474285.5,2032316.1875,3913181.0625,2956427.46875,4904940.8125,Glycerol-3-phosphate acyltransferase 3 OS=Homo sapiens OX=9606 GN=GPAT3 PE=1 SV=2,cellular homeostasis;metabolic process,cytoskeleton;extracellular,structural molecule activity,84803,GPAT3,HIF1A and PPARG regulation of glycolysis; Congenital generalized lipodystrophy,Synthesis of PA,ENSG00000138678
Q86UE8,0.3333333333333333,6,317874.815625,1.2304762487118354e-6,1.581038813863223,0.6608727857106022,0.017843932274379654,0.6429522395902524,raw,249475.734375,NA,223475.375,369429.28125,359858.71875,387134.96875,Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2,cell differentiation;cell growth;cell organization and biogenesis;cellular homeostasis;coagulation;development;metabolic process,endoplasmic reticulum;membrane;nucleus,signal transducer activity;structural molecule activity,11011,TLK2,miRNA regulation of DNA damage response; DNA damage response,NA,ENSG00000146872
Q8IWE2,0,6,6332916.4609375,2.451437769594399e-5,1.580973116080985,0.660812835358266,0.10971582112004599,0.6429522395902524,raw,6615829,3810720.21875,4635304.859375,7553395.03125,6024646.21875,9357603.4375,Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2,NA,cytosol;extracellular;membrane,NA,92689,FAM114A1,NA,NA,ENSG00000197712
Q9H7B2,0,6,17138597.013020832,6.634258369698659e-5,1.5809557531122191,0.6607969909354656,0.10155715881461337,0.6429522395902524,raw,16352267.59375,7526400.875,14795078.359375,23390364.25,15600072,25167399,Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2,cell growth;cellular component movement;cellular homeostasis;metabolic process,membrane;nucleus,RNA binding,84154,RPF2,NA,NA,ENSG00000197498
A0A0A0MQX8,0,6,13289185.90625,5.144172113857343e-5,1.580364599033018,0.6602574346909826,0.05064246289519691,0.6429522395902524,raw,12893422,8246624.3125,9938696.5,17566486.875,13032673.125,18057212.625,Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=1,NA,cytosol;membrane,structural molecule activity,NA,MBNL1,NA,NA,ENSG00000152601
Q7Z406,0,6,44096727.697916664,1.7069605206538542e-4,1.5800307980276664,0.6599526797496845,0.03302622235094901,0.6429522395902524,raw,37629621.53125,32720329.03125,30399437.6875,59455960.9375,44968216.5625,59406800.4375,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2,cell growth;metabolic process,cytosol;endoplasmic reticulum;nucleus,motor activity;structural molecule activity,79784,MYH14,NA,RHO GTPases activate CIT; EPHA-mediated growth cone collapse; Sema4D induced cell migration and growth-cone collapse; RHO GTPases activate PKNs; RHO GTPases Activate ROCKs; RHO GTPases activate PAKs,ENSG00000105357
A0A0U1RRE5,0.16666666666666666,6,442340.015625,1.7122743178355078e-6,1.5787194336846442,0.6587548015989059,0.5486515785049219,1,raw,397137.1875,NA,352361.6875,693486.6875,179201.765625,589512.75,Negative regulator of P-body association OS=Homo sapiens OX=9606 GN=NBDY PE=1 SV=1,cellular component movement;cellular homeostasis;metabolic process,nucleus,NA,550643,NBDY,NA,NA,ENSG00000204272
Q96EQ0,0,6,2354943.1145833335,9.11585764938583e-6,1.5781790181610424,0.6582608643909608,0.019680877086015694,0.6429522395902524,raw,1645280,1922379.625,1817594.875,2596546.375,2857707.5625,3290150.25,Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens OX=9606 GN=SGTB PE=1 SV=1,cell organization and biogenesis;cellular homeostasis;coagulation;conjugation,cytoskeleton;cytosol,structural molecule activity,54557,SGTB,NA,NA,ENSG00000197860
P13747,0.16666666666666666,6,19319311.53125,7.478401185676757e-5,1.5775686297681983,0.6577027688671112,0.6452652446844627,1,raw,30058610.1875,11859021.375,10848032.6875,20802861.125,17113516.0625,25233827.75,"HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4",coagulation;defense response;metabolic process,cell surface;cytoplasm;cytoskeleton;extracellular;mitochondrion;nucleus,antioxidant activity;structural molecule activity,3133,HLA-E,Proteasome degradation; Allograft rejection; Ebola virus infection in host,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; ER-Phagosome pathway; SARS-CoV-2 activates/modulates innate and adaptive immune responses; DAP12 signaling; Interferon gamma signaling; Interferon alpha/beta signaling; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; Endosomal/Vacuolar pathway",ENSG00000204592; ENSG00000206493; ENSG00000225201; ENSG00000229252; ENSG00000230254; ENSG00000233904; ENSG00000236632
P49790,0,6,19525405.817708332,7.558179171228578e-5,1.5773672927418685,0.6575186333176344,0.007600889120969342,0.6429522395902524,raw,14640288.390625,15960300.203125,15073272.4375,22062754.40625,23776086.9375,25639732.53125,Nuclear pore complex protein Nup153 OS=Homo sapiens OX=9606 GN=NUP153 PE=1 SV=2,cell growth;conjugation;metabolic process,cytoskeleton;cytosol;membrane;nucleus,RNA binding;structural molecule activity,9972,NUP153,TGF-beta signaling pathway,HCMV Late Events; HCMV Early Events; ISG15 antiviral mechanism; Transport of the SLBP independent Mature mRNA; Transport of the SLBP Dependant Mature mRNA; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of Mature mRNA derived from an Intron-Containing Transcript; Rev-mediated nuclear export of HIV RNA; Transport of Ribonucleoproteins into the Host Nucleus; NS1 Mediated Effects on Host Pathways; Viral Messenger RNA Synthesis; NEP/NS2 Interacts with the Cellular Export Machinery; Regulation of Glucokinase by Glucokinase Regulatory Protein; Nuclear import of Rev protein; Vpr-mediated nuclear import of PICs; snRNP Assembly; SUMOylation of DNA damage response and repair proteins; SUMOylation of ubiquitinylation proteins; Nuclear Pore Complex (NPC) Disassembly; Regulation of HSF1-mediated heat shock response; SUMOylation of SUMOylation proteins; SUMOylation of chromatin organization proteins; SUMOylation of RNA binding proteins; SUMOylation of DNA replication proteins; Transcriptional regulation by small RNAs; Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC); tRNA processing in the nucleus; SARS-CoV-2 activates/modulates innate and adaptive immune responses,ENSG00000124789
O96005,0,6,27085211.971354168,1.04845393166956e-4,1.5771639784183573,0.657332665551609,0.040073072411430405,0.6429522395902524,raw,17770667.0625,24226891.84375,17299569.046875,38185466.75,26818896,38209781.125,Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1,metabolic process,cytoplasm;cytoskeleton,antioxidant activity,1209,CLPTM1,NA,NA,ENSG00000104853
K7EMV4,0,6,1727254.9583333333,6.686110686435157e-6,1.5762477389740368,0.6564943011017687,0.1439285271232343,0.6572502130392559,raw,1513209.625,1439125.25,1262015.125,2385193.25,1484502,2279484.5,Transcription elongation factor 1 homolog OS=Homo sapiens OX=9606 GN=ELOF1 PE=1 SV=1,NA,membrane,structural molecule activity,NA,ELOF1,NA,NA,ENSG00000130165
Q01415,0,6,433974.697265625,1.6798926221233595e-6,1.5756330301011567,0.6559315656947444,1,1,raw,NA,NA,298904.625,470964,284243.6875,681786.4765625,N-acetylgalactosamine kinase OS=Homo sapiens OX=9606 GN=GALK2 PE=1 SV=1,cellular homeostasis,cytosol,signal transducer activity;structural molecule activity,2585,GALK2,NA,NA,ENSG00000156958
Q96ER3,0,6,3839009.6510416665,1.486059908487688e-5,1.575632608158903,0.655931179352197,0.019699709848868468,0.6429522395902524,raw,3579762.28125,2827350.78125,2609433.96875,4660492.625,4111509.25,5245509,Protein SAAL1 OS=Homo sapiens OX=9606 GN=SAAL1 PE=1 SV=2,metabolic process,membrane,NA,113174,SAAL1,NA,NA,ENSG00000166788
O43913,0,6,3257237.3880208335,1.2608590065543392e-5,1.575622904918683,0.6559222947558907,0.10741377861957016,0.6429522395902524,raw,3078185.6875,2471048.109375,2156492.59375,3419416.5,3397819.125,5020462.3125,Origin recognition complex subunit 5 OS=Homo sapiens OX=9606 GN=ORC5 PE=1 SV=1,cell proliferation;cellular homeostasis;metabolic process,cytosol;membrane;nucleus,RNA binding;structural molecule activity,5001,ORC5,Cell cycle; G1 to S cell cycle control; DNA replication,Orc1 removal from chromatin; Activation of ATR in response to replication stress; Activation of the pre-replicative complex; E2F-enabled inhibition of pre-replication complex formation; Assembly of the ORC complex at the origin of replication; CDC6 association with the ORC:origin complex,ENSG00000164815
Q96GX9,0,6,3582170.34375,1.386638799351812e-5,1.575546005984725,0.6558518817035729,0.06613026159294552,0.6429522395902524,raw,3599606.5625,2211588.625,2329153.75,4588091,3484459.625,5280122.5,Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1,cell growth;cellular homeostasis;metabolic process,cytosol;nucleus,structural molecule activity,51074,APIP,Methionine de novo and salvage pathway,Regulation of the apoptosome activity; Methionine salvage pathway,ENSG00000149089
P84085,0,6,160687212.6158855,6.220115242750474e-4,1.575348315063518,0.6556708488392694,0.03801679580092461,0.6429522395902524,raw,145038948.015625,107292686.125,120400702.554688,198567824.625,164336252,228486862.375,ADP-ribosylation factor 5 OS=Homo sapiens OX=9606 GN=ARF5 PE=1 SV=2,conjugation,cytoplasm;cytoskeleton;extracellular;nucleus,structural molecule activity,381,ARF5,2q37 copy number variation syndrome,COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport,ENSG00000004059
K7EMM8,0,6,2792191.0989583335,1.0808420989179544e-5,1.5744726485260345,0.6548686954354734,0.15990765762104625,0.6638855679885327,raw,988380.8125,3238149.75,2092699.71875,3294898.46875,3898007.78125,3241010.0625,Glyoxylate reductase 1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=2,NA,cytosol;membrane,structural molecule activity,NA,GLYR1,NA,NA,ENSG00000140632
Q6IN85,0,6,20618732.638020832,7.981400080324203e-5,1.574462244894534,0.6548591625184198,0.0912274453155835,0.6429522395902524,raw,16515176.1875,18223009.3125,14671233.921875,29080694.21875,19219760.8125,26002521.375,Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1,cell organization and biogenesis;cellular homeostasis;coagulation,cytosol;endoplasmic reticulum;membrane;nucleus,DNA binding,55671,PPP4R3A,16p11.2 proximal deletion syndrome,NA,ENSG00000100796
P28070,0,6,58209041.278645836,2.2532405598988073e-4,1.5740170638070907,0.6544511810845529,0.1065717179602466,0.6429522395902524,raw,51159152.328125,47710956.84375,41129865.59375,80525378.734375,52434930.90625,76293963.265625,Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,cell organization and biogenesis;cellular homeostasis;metabolic process,cytosol;endoplasmic reticulum;endosome;membrane;nucleus,structural molecule activity,5692,PSMB4,Proteasome degradation; Alzheimer's disease and miRNA effects; Alzheimer's disease,Regulation of PTEN stability and activity; KEAP1-NFE2L2 pathway; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Separation of Sister Chromatids; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Neddylation; Regulation of expression of SLITs and ROBOs; Interleukin-1 signaling; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,ENSG00000159377
Q9BYM8,0,6,1440734.0234375,5.577003617179478e-6,1.5736371096153716,0.654102884861004,0.0894292995110556,0.6429522395902524,raw,1451865.1875,1027525.828125,915152.640625,1644054.578125,1440118.15625,2165687.75,RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=RBCK1 PE=1 SV=2,cell organization and biogenesis;cellular component movement;cellular homeostasis;coagulation;development;metabolic process,cytosol;nucleus,structural molecule activity,10616,RBCK1,NA,Antigen processing: Ubiquitination & Proteasome degradation; Regulation of TNFR1 signaling; TNFR1-induced NFkappaB signaling pathway,ENSG00000125826
